priority,issues,split,source_dataset,annotation_source,text_status,needs_human_review,filename,primary_caption,n_captions
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Okapi_Male_okapi_male__animationmotionextractedlocomotion_maniset8ae72f68__okapi_male_fightchaseoff_5.npy,The male okapi fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Plains_Zebra_Juvenile_plains_zebra_juvenile__animationmotionextractedfighting_maniset21a54391__plains_zebra_juvenile_fighttaunt_3.npy,The juvenile plains zebra fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Plains_Zebra_Juvenile_plains_zebra_juvenile__animationmotionextractedlocomotion_manisetbb61b997__plains_zebra_juvenile_fightchaseoff_5.npy,The juvenile plains zebra fights and then chases off the intruder,3
P1,P1_SOURCE_ACTION_ARTIFACT,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedbehaviour_maniseta0ee1e22__prairie_dog_male_standtogimmickloop_85.npy,The male prairie dog stands still to gimmick,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedlocomotion_maniset3047775e__prairie_dog_male_fighttaunt_170.npy,The male prairie dog fights and then taunts his opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Proboscis_Monkey_Male_proboscis_monkey_male__animationnotmotionextractedfighting_maniset4792e8e2__proboscis_monkey_male_fightchaseoff_131.npy,The male proboscis monkey fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Pygmy_Hippo_Female_pygmy_hippo_female__animationnotmotionextractedlocomotion_maniset482fb3e4__pygmy_hippo_female_fightvictorytaunt_205.npy,The female pygmy hippo engages in a fight emerges victorious and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Quokka_Male_quokka_male__animationnotmotionextractedlocomotion_maniset451b2d9d__quokka_male_fightvictorytaunt_103.npy,The male quokka fights wins and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Raccoon_Male_raccoon_male__animationnotmotionextractedlocomotion_manisetac629d8e__raccoon_male_fightvictorytaunt_235.npy,The male raccoon fights wins and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Red_Deer_Female_red_deer_female__animationnotmotionextractedfighting_maniset4041d9db__red_deer_female_fightchaseoff_78.npy,The female red deer fights and then chases off the intruder,3
P1,P1_SOURCE_ACTION_ARTIFACT,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Red_Fox_Juvenile_red_fox_juvenile__animationnotmotionextractedfighting_maniset3f9bb538__red_fox_juvenile_gimmick01_68.npy,The juvenile red fox performs a playful gimmick,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Red_Kangaroo_Male_red_kangaroo_male__animationnotmotionextractedbehaviour_manisetaf8b08ce__red_kangaroo_male_fightchaseoff_47.npy,The male red kangaroo fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Red_River_Hog_Juvenile_red_river_hog_juvenile__animationnotmotionextractedlocomotion_maniset3849c0f2__red_river_hog_juvenile_fightchaseoff_138.npy,The juvenile river hog fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Red_River_Hog_Juvenile_red_river_hog_juvenile__animationnotmotionextractedlocomotion_maniset3849c0f2__red_river_hog_juvenile_fighttaunt_143.npy,The juvenile river hog fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Reticulated_Giraffe_Male_reticulated_giraffe_male__animationnotmotionextractedlocomotion_maniset2a56d1e7__reticulated_giraffe_male_fighttauntreact_123.npy,The male reticulated giraffe fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Sable_Antelope_Female_sable_antelope_female__animationnotmotionextractedbehaviour_maniset7f532b39__sable_antelope_female_fightchaseoff_48.npy,The female sable antelope fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Saiga_Female_saiga_female__animationmotionextractedfighting_manisetd743b97d__saiga_female_fightreacttodie_5.npy,The female saiga fights reacts and then dies,3
P1,P1_SOURCE_ACTION_ARTIFACT,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Saiga_Female_saiga_female__animationnotmotionextractedbehaviour_manisetfe131869__saiga_female_gimmick_74.npy,The female saiga performs a unique gimmicklike movement,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Saiga_Juvenile_saiga_juvenile__animationnotmotionextractedfighting_maniset28b0fb57__saiga_juvenile_fighttaunt_99.npy,The juvenile saiga fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Saiga_Juvenile_saiga_juvenile__animationnotmotionextractedlocomotion_manisetbe607f3d__saiga_juvenile_fightreact_157.npy,The juvenile saiga reacts to the fight by fleeing,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Saiga_Male_saiga_male__animationmotionextractedlocomotion_maniset23741078__saiga_male_fightreacttodie_8.npy,The male saiga fights reacts and then dies,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Sand_Cat_Juvenile_sand_cat_juvenile__animationnotmotionextractedbehaviour_maniset6e6bed00__sand_cat_juvenile_fightchaseoff_191.npy,The juvenile sand cat fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Sand_Cat_Juvenile_sand_cat_juvenile__animationnotmotionextractedbehaviour_maniset6e6bed00__sand_cat_juvenile_fighttaunt_194.npy,The juvenile sand cat fights and then taunts its opponent,1
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Scimitar_Horned_Oryx_Female_scimitar_horned_oryx_female__animationnotmotionextractedlocomotion_maniset2b2b2962__scimitar_horned_oryx_female_fighttaunt_161.npy,The female horned oryx fights and then taunts her opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Scimitar_Horned_Oryx_Male_scimitar_horned_oryx_male__animationnotmotionextractedbehaviour_maniset617be95b__scimitar_horned_oryx_male_standgimmick01_59.npy,The male horned oryx stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Siberian_Tiger_Female_siberian_tiger_female__animationnotmotionextractedlocomotion_maniset41feb363__siberian_tiger_female_fightchaseoff_251.npy,The female Siberian tiger fights and then chases off her opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Siberian_Tiger_Male_siberian_tiger_male__animationnotmotionextractedfighting_maniset3fff1132__siberian_tiger_male_fighttaunt_172.npy,The male Siberian tiger fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Siberian_Tiger_Male_siberian_tiger_male__animationnotmotionextractedlocomotion_maniset582c0a98__siberian_tiger_male_fightchaseoff_226.npy,The male Siberian tiger fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Somali_Wild_Ass_Juvenile_somali_wild_ass_juvenile__animationnotmotionextractedfighting_manisetf995cae8__somali_wild_ass_juvenile_fightflee_96.npy,The juvenile wild ass fights and then flees,3
P1,P1_SOURCE_ACTION_ARTIFACT,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Somali_Wild_Ass_Male_somali_wild_ass_male__animationnotmotionextractedfighting_maniset6fedd2c5__somali_wild_ass_male_gimmick_291.npy,The male wild ass performs a playful gimmick by trotting in circles,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Southern_White_Rhinoceros_Female_southern_white_rhinoceros_female__animationnotmotionextractedfighting_maniset762bed32__southern_white_rhinoceros_female_fightreacttodie_102.npy,The female white rhinoceros fights fiercely reacts defensively and then collapses to die,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Spectacled_Caiman_Male_spectacled_caiman_male__animationmotionextractedlocomotion_maniset82527ffc__spectacled_caiman_male_fightchaseoff_8.npy,The male spectacled caiman fights and then chases off its rival,3
P1,P1_SOURCE_ACTION_ARTIFACT,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Standard_Donkey_Male_standard_donkey_male__animationmotionextractedlocomotion_maniset6569664c__standard_donkey_male_gimmick_99.npy,The male standard donkey performs a playful gimmick by trotting in circles,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationmotionextractedfighting_maniset9f402564__striped_hyena_male_fightchaseoff_60.npy,The male striped hyena fights and then chases off its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationnotmotionextractedfighting_maniset4360f71__takin_male_standgimmick01_316.npy,The male takin stands still as a gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationnotmotionextractedbehaviour_maniset2c94a132__tasmanian_devil_female_standgimmick_163.npy,The female Tasmanian devil stands still as a gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationnotmotionextractedfighting_maniset3d18a08__tasmanian_devil_female_standgimmick_244.npy,The female Tasmanian devil stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Thomsons_Gazelle_Male_thomsons_gazelle_male__animationnotmotionextractedfighting_manisetfe8bbb84__thomsons_gazelle_male_fighttaunt_86.npy,The male Thomsons gazelle fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Wild_Water_Buffalo_Female_wild_water_buffalo_female__animationmotionextractedlocomotion_manisetbd88d09f__wild_water_buffalo_female_fightchaseoff_6.npy,The female water buffalo fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Wisent_Male_wisent_male__animationmotionextractedfighting_manisetc8381d35__wisent_male_fightattack_89.npy,The male wisent fights and then attacks,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Wisent_Male_wisent_male__animationnotmotionextractedfighting_maniset53591537__wisent_male_fighttaunt_356.npy,The male wisent fights and then taunts his opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Wisent_Male_wisent_male__animationnotmotionextractedfighting_maniset53591537__wisent_male_fightvictorytaunt_358.npy,The male wisent fights achieves victory and then taunts his opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Wolverine_Juvenile_wolverine_juvenile__animationmotionextractedfighting_pounce_maniseta2295a6c__wolverine_juvenile_fightchaseoff_2.npy,The juvenile wolverine fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Wolverine_Male_wolverine_male__animationmotionextractedlocomotion_maniset66f68fbd__wolverine_male_fightvictorytaunt_356.npy,The male wolverine fights achieves victory and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Wolverine_Male_wolverine_male__animationnotmotionextractedbehaviour_manisetc0d6efa3__wolverine_male_fighttaunt_460.npy,The male wolverine fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Wolverine_Male_wolverine_male__animationnotmotionextractedfighting_manisetfd9b8839__wolverine_male_fighttaunt_569.npy,The male wolverine fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,val,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Wolverine_Male_wolverine_male__animationnotmotionextractedlocomotion_manisetedaaad1f__wolverine_male_fighttauntreact_686.npy,The male wolverine fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,val,truebones,collected,present,False,PolarBear___Run_641.npy,An animal is running forward with dynamic limb movements.,5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC,val,truebones,collected,present,False,Raptor2___EggTend_704.npy,An animal quickly picks up food from the ground and remains vigilant while eating.,5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC,val,truebones,collected,present,False,Raptor2___IdleAlert_698.npy,"An animal stands still, breathing with subtle body movements and a swaying tail.",5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC,val,truebones,collected,present,False,Raptor3___AttackRight_737.npy,"The animal twists its body to the right and lunges forward with its right foot, simulating a biting attack.",5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC,val,truebones,collected,present,False,Raptor___FastWalk_689.npy,An animal is walking quickly with its head held high and tail swaying for balance.,5
P1,P1_AI_DRAFT_REMAINING;P1_BAD_ARTICLE_A_ANIMAL;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,val,truebones,codex_draft_from_contact_sheets_and_action_name,codex_draft,True,Rat___Scamper_750.npy,A rat runs through a short gait cycle.,6
P1,P1_REST_POSE;P2_ANIMAL_LEVEL_GENERIC,val,truebones,collected,present,False,Scorpion-2___Idle_850.npy,Rest pose of an animal with its tail drooping forward.,5
P1,P1_AI_DRAFT_REMAINING;P1_BAD_ARTICLE_A_ANIMAL;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,val,truebones,codex_draft_from_contact_sheets_and_action_name,codex_draft,True,Scorpion-2___stand_ready_851.npy,A scorpion holds an idle pose with small body adjustments.,5
P1,P1_AI_DRAFT_REMAINING;P1_BAD_ARTICLE_A_ANIMAL;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,val,truebones,codex_draft_from_contact_sheets_and_action_name,codex_draft,True,Trex___hit_leg_976.npy,A T. rex strikes forward with its body.,6
P1,P1_AI_DRAFT_REMAINING;P1_BAD_ARTICLE_A_ANIMAL;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,val,truebones,codex_draft_from_contact_sheets_and_action_name,codex_draft,True,Trex___hit_torso_right_971.npy,A T. rex strikes forward with its body.,6
P1,P1_AI_DRAFT_REMAINING;P1_BAD_ARTICLE_A_ANIMAL;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,val,truebones,codex_draft_from_contact_sheets_and_action_name,codex_draft,True,Trex___idle_attack_to_run_left_967.npy,A T. rex holds an idle pose with small body adjustments.,6
P1,P1_AI_DRAFT_REMAINING;P1_BAD_ARTICLE_A_ANIMAL;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,val,truebones,codex_draft_from_contact_sheets_and_action_name,codex_draft,True,Trex___long_death_992.npy,A T. rex collapses or falls into a low pose.,6
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC,val,truebones,collected,present,False,Tyranno___Attack_1064.npy,An animal prepares to attack by raising its head and striking downward powerfully.,5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,train,truebones,collected,present,False,Alligator___BigMouth_5.npy,An alligator sways its head and wags its tail.,5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,train,truebones,collected,present,False,Alligator___Bite1_13.npy,"An alligator swings its head and tail, then lunges forward to bite.",5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,train,truebones,collected,present,False,Alligator___Bite2_9.npy,"The alligator lunges forward, snapping its jaws and swinging its tail.",5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,train,truebones,collected,present,False,Alligator___Bite3_18.npy,"The alligator lunges, bites its prey, and pulls it backward.",5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,train,truebones,collected,present,False,Alligator___Bite4_10.npy,An alligator charges forward and bites forcefully.,5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,train,truebones,collected,present,False,Alligator___Bite5_4.npy,"The alligator captures prey, drags it, and violently shakes its head.",5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,train,truebones,collected,present,False,Alligator___Bite6_6.npy,"An alligator steps back, charges forward, and bites forcefully.",5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,train,truebones,collected,present,False,Alligator___Bite7_8.npy,An alligator chews its prey while walking forward steadily.,5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,train,truebones,collected,present,False,Alligator___DIe_16.npy,The alligator writhes in pain before going limp and dying.,5
P1,P1_OVER_NARRATIVE;P2_ANIMAL_LEVEL_GENERIC;P2_GENERIC_CREATURE_CLASS,train,truebones,collected,present,False,Alligator___Dash2_15.npy,An alligator charges forward and rams its prey.,5
